식당 ID,상호명,음식이 맛있어요 (표),2위 항목,2위 득표수 (표),2위 대비 배율 (배),득표 격차 (표),네이버 지도 링크
1140026252,배터리88 홍대,3583,가성비가 좋아요,2347,1.53,1236,https://m.place.naver.com/restaurant/1140026252
1745689571,서문첫집,668,양이 많아요,438,1.53,230,https://m.place.naver.com/restaurant/1745689571
2058794984,썬글리터 연남점,543,인테리어가 멋져요,354,1.53,189,https://m.place.naver.com/restaurant/2058794984
1092502636,가메스시,184,재료가 신선해요,120,1.53,64,https://m.place.naver.com/restaurant/1092502636
18750551,소푸리콩나물국밥,144,가성비가 좋아요,94,1.53,50,https://m.place.naver.com/restaurant/18750551
1827892445,아트와떵,135,특별한 메뉴가 있어요,88,1.53,47,https://m.place.naver.com/restaurant/1827892445
1232680964,연미정 연어 연남본점,3443,재료가 신선해요,2271,1.52,1172,https://m.place.naver.com/restaurant/1232680964
1477750254,티엔미미 홍대점,827,특별한 메뉴가 있어요,544,1.52,283,https://m.place.naver.com/restaurant/1477750254
1925365662,기호,699,술이 다양해요,461,1.52,238,https://m.place.naver.com/restaurant/1925365662
1607042501,글루글루,244,친절해요,160,1.52,84,https://m.place.naver.com/restaurant/1607042501
1184403385,라멘롱시즌,186,친절해요,122,1.52,64,https://m.place.naver.com/restaurant/1184403385
1940734758,태성골뱅이신사 연희점,64,친절해요,42,1.52,22,https://m.place.naver.com/restaurant/1940734758
1978161435,연남동와이탑,6606,인테리어가 멋져요,4382,1.51,2224,https://m.place.naver.com/restaurant/1978161435
1816808470,규카츠정 연남,5188,고기 질이 좋아요,3427,1.51,1761,https://m.place.naver.com/restaurant/1816808470
1714677355,행진,2091,고기 질이 좋아요,1386,1.51,705,https://m.place.naver.com/restaurant/1714677355
1777390319,강남 돼지상회 무한리필 홍대점,1882,가성비가 좋아요,1243,1.51,639,https://m.place.naver.com/restaurant/1777390319
2011295254,돈토키,636,재료가 신선해요,420,1.51,216,https://m.place.naver.com/restaurant/2011295254
1198165438,피스케스,627,특별한 메뉴가 있어요,416,1.51,211,https://m.place.naver.com/restaurant/1198165438
11590700,신촌고기창고,513,고기 질이 좋아요,340,1.51,173,https://m.place.naver.com/restaurant/11590700
1344661821,잇다프로젝트 연남,457,재료가 신선해요,303,1.51,154,https://m.place.naver.com/restaurant/1344661821
2025744878,사르르 연남,2585,인테리어가 멋져요,1728,1.5,857,https://m.place.naver.com/restaurant/2025744878
1188500976,테즈쿠리 홍대본점,860,양이 많아요,574,1.5,286,https://m.place.naver.com/restaurant/1188500976
34079145,데일리라운드 연남,528,인테리어가 멋져요,353,1.5,175,https://m.place.naver.com/restaurant/34079145
1970662373,장작새,30,재료가 신선해요,20,1.5,10,https://m.place.naver.com/restaurant/1970662373
1213756392,오쿠라,21,재료가 신선해요,14,1.5,7,https://m.place.naver.com/restaurant/1213756392
1276500986,숲길정육점,500,고기 질이 좋아요,336,1.49,164,https://m.place.naver.com/restaurant/1276500986
1496175746,일쏠레,487,인테리어가 멋져요,326,1.49,161,https://m.place.naver.com/restaurant/1496175746
2096671776,주류충전소 연남점,366,기본 안주가 좋아요,245,1.49,121,https://m.place.naver.com/restaurant/2096671776
1803099305,오복수산 연남점,359,재료가 신선해요,241,1.49,118,https://m.place.naver.com/restaurant/1803099305
1441517469,혼시츠,70,특별한 메뉴가 있어요,47,1.49,23,https://m.place.naver.com/restaurant/1441517469
1147126296,연희보리밥,3260,재료가 신선해요,2198,1.48,1062,https://m.place.naver.com/restaurant/1147126296
2081278821,종로대성식당,1214,재료가 신선해요,821,1.48,393,https://m.place.naver.com/restaurant/2081278821
19899218,녹원쌈밥 연희점,1067,재료가 신선해요,720,1.48,347,https://m.place.naver.com/restaurant/19899218
1454989645,도우클럽 연희본점,958,재료가 신선해요,648,1.48,310,https://m.place.naver.com/restaurant/1454989645
1614576086,연남 다저스,643,재료가 신선해요,433,1.48,210,https://m.place.naver.com/restaurant/1614576086
1630030343,아카사니 연남점,170,특별한 메뉴가 있어요,115,1.48,55,https://m.place.naver.com/restaurant/1630030343
2092681070,어구생,68,재료가 신선해요,46,1.48,22,https://m.place.naver.com/restaurant/2092681070
1929517117,봉림대패 홍대점,2629,고기 질이 좋아요,1793,1.47,836,https://m.place.naver.com/restaurant/1929517117
1795454544,술비 연남,1313,술이 다양해요,895,1.47,418,https://m.place.naver.com/restaurant/1795454544
1309585620,밀라노식당,1115,인테리어가 멋져요,756,1.47,359,https://m.place.naver.com/restaurant/1309585620
2076899446,차이나엑스포 홍대서교점,430,재료가 신선해요,292,1.47,138,https://m.place.naver.com/restaurant/2076899446
18248947,강수사,388,재료가 신선해요,264,1.47,124,https://m.place.naver.com/restaurant/18248947
1874250334,릿 카운터,172,특별한 메뉴가 있어요,117,1.47,55,https://m.place.naver.com/restaurant/1874250334
2061423260,벨리시모,91,재료가 신선해요,62,1.47,29,https://m.place.naver.com/restaurant/2061423260
1189264617,해옫 연남,4807,인테리어가 멋져요,3284,1.46,1523,https://m.place.naver.com/restaurant/1189264617
1201977326,이오 한우구이 스키야키 연남,1021,고기 질이 좋아요,697,1.46,324,https://m.place.naver.com/restaurant/1201977326
1829552610,우고미,246,차분한 분위기예요,169,1.46,77,https://m.place.naver.com/restaurant/1829552610
2004006602,하이아시아,86,인테리어가 멋져요,59,1.46,27,https://m.place.naver.com/restaurant/2004006602
2067534125,스이,19,인테리어가 멋져요,13,1.46,6,https://m.place.naver.com/restaurant/2067534125
31253999,여우골초밥 신촌점,2415,재료가 신선해요,1668,1.45,747,https://m.place.naver.com/restaurant/31253999
1051445603,연남화로,467,친절해요,323,1.45,144,https://m.place.naver.com/restaurant/1051445603
38010024,탕탕,196,가성비가 좋아요,135,1.45,61,https://m.place.naver.com/restaurant/38010024
2052668536,연희 LAB,125,특별한 메뉴가 있어요,86,1.45,39,https://m.place.naver.com/restaurant/2052668536
2081438447,러프,48,친절해요,33,1.45,15,https://m.place.naver.com/restaurant/2081438447
34333020,써브웨이 연희점,523,재료가 신선해요,364,1.44,159,https://m.place.naver.com/restaurant/34333020
1530993164,판초,104,친절해요,72,1.44,32,https://m.place.naver.com/restaurant/1530993164
1248953573,위어도우,56,특별한 메뉴가 있어요,39,1.44,17,https://m.place.naver.com/restaurant/1248953573
1685805793,미쁘동 연남본점,19813,재료가 신선해요,13851,1.43,5962,https://m.place.naver.com/restaurant/1685805793
1173180819,연남 안테이쿠,1883,인테리어가 멋져요,1320,1.43,563,https://m.place.naver.com/restaurant/1173180819
1386739751,회뜨는총각,176,재료가 신선해요,123,1.43,53,https://m.place.naver.com/restaurant/1386739751
2009994747,키친유이,109,혼밥하기 좋아요,76,1.43,33,https://m.place.naver.com/restaurant/2009994747
1443064599,부추긴돼지,2452,고기 질이 좋아요,1725,1.42,727,https://m.place.naver.com/restaurant/1443064599
1759441377,디어리스트 연남,1858,친절해요,1310,1.42,548,https://m.place.naver.com/restaurant/1759441377
1934133001,대승곱창,1768,친절해요,1249,1.42,519,https://m.place.naver.com/restaurant/1934133001
1525469440,소제이 연남점,888,고기 질이 좋아요,627,1.42,261,https://m.place.naver.com/restaurant/1525469440
1816045115,짚불집,668,고기 질이 좋아요,471,1.42,197,https://m.place.naver.com/restaurant/1816045115
1952089280,로얄싸롱,345,인테리어가 멋져요,243,1.42,102,https://m.place.naver.com/restaurant/1952089280
1646489330,이끔,218,술이 다양해요,154,1.42,64,https://m.place.naver.com/restaurant/1646489330
13119742,뱅센느,68,친절해요,48,1.42,20,https://m.place.naver.com/restaurant/13119742
1589373477,정키,68,특별한 메뉴가 있어요,48,1.42,20,https://m.place.naver.com/restaurant/1589373477
1327468783,춘광,31,특별한 메뉴가 있어요,22,1.41,9,https://m.place.naver.com/restaurant/1327468783
2082248492,오브힐 연남,529,인테리어가 멋져요,377,1.4,152,https://m.place.naver.com/restaurant/2082248492
1603907308,스시도쿠 현대백화점 신촌점,5320,재료가 신선해요,3819,1.39,1501,https://m.place.naver.com/restaurant/1603907308
1818524900,야식포차,61,가성비가 좋아요,44,1.39,17,https://m.place.naver.com/restaurant/1818524900
1615472915,연희동그집,211,재료가 신선해요,153,1.38,58,https://m.place.naver.com/restaurant/1615472915
1107644965,가고싶은 선리네,54,친절해요,39,1.38,15,https://m.place.naver.com/restaurant/1107644965
1642547181,블루쇼파스타 연남,6934,인테리어가 멋져요,5055,1.37,1879,https://m.place.naver.com/restaurant/1642547181
35726772,동차밥 홍대 연남 본점,999,재료가 신선해요,727,1.37,272,https://m.place.naver.com/restaurant/35726772
2076190036,삼국정 연남본점,569,재료가 신선해요,415,1.37,154,https://m.place.naver.com/restaurant/2076190036
2057405775,데이오프,364,재료가 신선해요,266,1.37,98,https://m.place.naver.com/restaurant/2057405775
1418775381,모티,129,특별한 메뉴가 있어요,94,1.37,35,https://m.place.naver.com/restaurant/1418775381
2058594206,더버거샵424,89,재료가 신선해요,65,1.37,24,https://m.place.naver.com/restaurant/2058594206
1775967927,아민 연남,3956,재료가 신선해요,2915,1.36,1041,https://m.place.naver.com/restaurant/1775967927
1548716472,헤이죠지,2395,인테리어가 멋져요,1765,1.36,630,https://m.place.naver.com/restaurant/1548716472
1441592124,돼지명가 연남점,2179,고기 질이 좋아요,1601,1.36,578,https://m.place.naver.com/restaurant/1441592124
1071880318,연남 잠수함,1465,인테리어가 멋져요,1079,1.36,386,https://m.place.naver.com/restaurant/1071880318
1816828256,마나올라나,741,재료가 신선해요,546,1.36,195,https://m.place.naver.com/restaurant/1816828256
1302375993,오토김밥 연희점,109,재료가 신선해요,80,1.36,29,https://m.place.naver.com/restaurant/1302375993
13269361,이노시시 연남본점,103,친절해요,76,1.36,27,https://m.place.naver.com/restaurant/13269361
2098727940,로포텐바이롱보트스모커,61,재료가 신선해요,45,1.36,16,https://m.place.naver.com/restaurant/2098727940
1577648959,오뗄드꾸뜨,1620,인테리어가 멋져요,1196,1.35,424,https://m.place.naver.com/restaurant/1577648959
1945007895,쎄쎄쎄,354,기본 안주가 좋아요,262,1.35,92,https://m.place.naver.com/restaurant/1945007895
2087592167,우뮬 연남본점,85,고기 질이 좋아요,63,1.35,22,https://m.place.naver.com/restaurant/2087592167
31658343,청기와갈비,1320,고기 질이 좋아요,983,1.34,337,https://m.place.naver.com/restaurant/31658343
20863893,작은마을밥상,99,가성비가 좋아요,74,1.34,25,https://m.place.naver.com/restaurant/20863893
1390447459,토리키조쿠 홍대입구역점,51,가성비가 좋아요,38,1.34,13,https://m.place.naver.com/restaurant/1390447459
2007617364,머지,47,인테리어가 멋져요,35,1.34,12,https://m.place.naver.com/restaurant/2007617364
1071379923,블루레시피,39,재료가 신선해요,29,1.34,10,https://m.place.naver.com/restaurant/1071379923
2052375421,박만배아리랑보쌈 연희점,1290,고기 질이 좋아요,968,1.33,322,https://m.place.naver.com/restaurant/2052375421
13574120,파올로데마리아,60,특별한 메뉴가 있어요,45,1.33,15,https://m.place.naver.com/restaurant/13574120
773997030,씽씽,90,가성비가 좋아요,68,1.32,22,https://m.place.naver.com/restaurant/773997030
37554274,밀스,58,친절해요,44,1.32,14,https://m.place.naver.com/restaurant/37554274
2083881432,푸질로,29,재료가 신선해요,22,1.32,7,https://m.place.naver.com/restaurant/2083881432
1231465853,육미안 연남점,5061,고기 질이 좋아요,3869,1.31,1192,https://m.place.naver.com/restaurant/1231465853
1351889411,육산장 홍대본점,2509,고기 질이 좋아요,1917,1.31,592,https://m.place.naver.com/restaurant/1351889411
1996401295,목로관,1778,고기 질이 좋아요,1354,1.31,424,https://m.place.naver.com/restaurant/1996401295
1417206539,진어참치,294,재료가 신선해요,224,1.31,70,https://m.place.naver.com/restaurant/1417206539
1573045785,불철 연남,161,술이 다양해요,123,1.31,38,https://m.place.naver.com/restaurant/1573045785
1020816892,마포갈비,21,친절해요,16,1.31,5,https://m.place.naver.com/restaurant/1020816892
2011767948,아꼬르 연희,135,재료가 신선해요,104,1.3,31,https://m.place.naver.com/restaurant/2011767948
1730142956,스시정인,127,재료가 신선해요,98,1.3,29,https://m.place.naver.com/restaurant/1730142956
1523587184,심두,43,특별한 메뉴가 있어요,33,1.3,10,https://m.place.naver.com/restaurant/1523587184
2034709009,카츠스위스,2784,인테리어가 멋져요,2159,1.29,625,https://m.place.naver.com/restaurant/2034709009
36873920,고기꾼김춘배 홍대본점,2645,고기 질이 좋아요,2048,1.29,597,https://m.place.naver.com/restaurant/36873920
1757884838,캬센터,269,고기 질이 좋아요,209,1.29,60,https://m.place.naver.com/restaurant/1757884838
2082807251,0km 스페인,101,인테리어가 멋져요,78,1.29,23,https://m.place.naver.com/restaurant/2082807251
1040236089,연피랑,1104,재료가 신선해요,861,1.28,243,https://m.place.naver.com/restaurant/1040236089
1401301088,리플리 연남본점,530,인테리어가 멋져요,413,1.28,117,https://m.place.naver.com/restaurant/1401301088
1620063496,마데라,186,인테리어가 멋져요,145,1.28,41,https://m.place.naver.com/restaurant/1620063496
869097989,오징어세상 연희점,50,재료가 신선해요,39,1.28,11,https://m.place.naver.com/restaurant/869097989
1024272705,우삼집,1847,고기 질이 좋아요,1454,1.27,393,https://m.place.naver.com/restaurant/1024272705
2050243902,핏제떼 화덕피자 연남점,43,재료가 신선해요,34,1.26,9,https://m.place.naver.com/restaurant/2050243902
123323584,라무진 연남점,728,고기 질이 좋아요,582,1.25,146,https://m.place.naver.com/restaurant/123323584
1212605834,팔레트샐러드 연희점,307,재료가 신선해요,246,1.25,61,https://m.place.naver.com/restaurant/1212605834
1077699429,카라쿠테이,71,친절해요,57,1.25,14,https://m.place.naver.com/restaurant/1077699429
313241250,육몽 홍대본점,4996,고기 질이 좋아요,4025,1.24,971,https://m.place.naver.com/restaurant/313241250
1852952548,탭스터,159,술이 다양해요,128,1.24,31,https://m.place.naver.com/restaurant/1852952548
1562899594,제주마실,2239,고기 질이 좋아요,1815,1.23,424,https://m.place.naver.com/restaurant/1562899594
2049847986,이문 닭불고기,54,고기 질이 좋아요,44,1.23,10,https://m.place.naver.com/restaurant/2049847986
13291366,도마 홍대본점,1298,고기 질이 좋아요,1067,1.22,231,https://m.place.naver.com/restaurant/13291366
1953633353,팜팜발리,359,인테리어가 멋져요,294,1.22,65,https://m.place.naver.com/restaurant/1953633353
1287775548,홍대 육지,8628,고기 질이 좋아요,7140,1.21,1488,https://m.place.naver.com/restaurant/1287775548
35117308,하하&김종국의 401정육식당,1377,고기 질이 좋아요,1152,1.2,225,https://m.place.naver.com/restaurant/35117308
1348102450,녹원쌈밥 연남점,293,재료가 신선해요,244,1.2,49,https://m.place.naver.com/restaurant/1348102450
1760132167,리정원 신촌점,4653,고기 질이 좋아요,3912,1.19,741,https://m.place.naver.com/restaurant/1760132167
1586721091,만끽,241,고기 질이 좋아요,203,1.19,38,https://m.place.naver.com/restaurant/1586721091
2062344030,연남황제소갈비집,177,고기 질이 좋아요,149,1.19,28,https://m.place.naver.com/restaurant/2062344030
12831765,삼번가,68,가성비가 좋아요,57,1.19,11,https://m.place.naver.com/restaurant/12831765
2065401835,불의발견,19,양이 많아요,16,1.19,3,https://m.place.naver.com/restaurant/2065401835
2045779378,육회이야기 연남점,106,고기 질이 좋아요,90,1.18,16,https://m.place.naver.com/restaurant/2045779378
1303451450,화설 연남본점,2501,고기 질이 좋아요,2138,1.17,363,https://m.place.naver.com/restaurant/1303451450
1006983247,피그바,1647,고기 질이 좋아요,1408,1.17,239,https://m.place.naver.com/restaurant/1006983247
2081546165,봉산,663,고기 질이 좋아요,569,1.17,94,https://m.place.naver.com/restaurant/2081546165
1895108192,백색소음,41,인테리어가 멋져요,35,1.17,6,https://m.place.naver.com/restaurant/1895108192
1052979963,리정원 연희점,2850,고기 질이 좋아요,2456,1.16,394,https://m.place.naver.com/restaurant/1052979963
1547261740,고기꾼김춘배 홍대숲길점,2313,고기 질이 좋아요,2018,1.15,295,https://m.place.naver.com/restaurant/1547261740
1305009749,화청,2142,고기 질이 좋아요,1855,1.15,287,https://m.place.naver.com/restaurant/1305009749
2018599598,금수족발,57,고기 질이 좋아요,50,1.14,7,https://m.place.naver.com/restaurant/2018599598
1165227882,슭돈 이대역본점,4782,고기 질이 좋아요,4235,1.13,547,https://m.place.naver.com/restaurant/1165227882
19942829,돈조세,156,가성비가 좋아요,138,1.13,18,https://m.place.naver.com/restaurant/19942829
2014961548,니혼슈바 요이,76,술이 다양해요,67,1.13,9,https://m.place.naver.com/restaurant/2014961548
1309408988,샤브라운지 연남,3370,재료가 신선해요,2996,1.12,374,https://m.place.naver.com/restaurant/1309408988
1655037566,풍류각,2706,고기 질이 좋아요,2407,1.12,299,https://m.place.naver.com/restaurant/1655037566
1469119459,우메이징,814,고기 질이 좋아요,730,1.12,84,https://m.place.naver.com/restaurant/1469119459
1458007430,나카스하이볼클럽,73,인테리어가 멋져요,65,1.12,8,https://m.place.naver.com/restaurant/1458007430
2032357843,연희 바다,122,재료가 신선해요,110,1.11,12,https://m.place.naver.com/restaurant/2032357843
2018988055,서대문한식뷔페,20,재료가 신선해요,18,1.11,2,https://m.place.naver.com/restaurant/2018988055
2001044665,이도,292,고기 질이 좋아요,266,1.1,26,https://m.place.naver.com/restaurant/2001044665
34565224,일편등심 홍대본점,2435,고기 질이 좋아요,2232,1.09,203,https://m.place.naver.com/restaurant/34565224
1463639648,566라멘,351,양이 많아요,321,1.09,30,https://m.place.naver.com/restaurant/1463639648
2014208820,카페공든,28,재료가 신선해요,26,1.08,2,https://m.place.naver.com/restaurant/2014208820
1793807845,깃뜰 홍대본점,7157,고기 질이 좋아요,6671,1.07,486,https://m.place.naver.com/restaurant/1793807845
1984009312,미래회관 연남직영점,711,고기 질이 좋아요,663,1.07,48,https://m.place.naver.com/restaurant/1984009312
1868930649,김숙성 합정점,3120,고기 질이 좋아요,2955,1.06,165,https://m.place.naver.com/restaurant/1868930649
1194347023,창돈,2561,고기 질이 좋아요,2416,1.06,145,https://m.place.naver.com/restaurant/1194347023
1272336785,청돈옥 홍대본점,2140,고기 질이 좋아요,2018,1.06,122,https://m.place.naver.com/restaurant/1272336785
1208440005,뭉텅 연남점,1271,고기 질이 좋아요,1202,1.06,69,https://m.place.naver.com/restaurant/1208440005
2053367153,형제특수부위 연남점,2196,고기 질이 좋아요,2088,1.05,108,https://m.place.naver.com/restaurant/2053367153
35658020,크래프트비어칸,176,술이 다양해요,167,1.05,9,https://m.place.naver.com/restaurant/35658020
1870564503,새벽숯불가든 새숯가,607,고기 질이 좋아요,593,1.02,14,https://m.place.naver.com/restaurant/1870564503
2008923084,미솥지음 연희,31,재료가 신선해요,31,1.0,0,https://m.place.naver.com/restaurant/2008923084
2045993714,육뇽,100,고기 질이 좋아요,100,1.0,0,https://m.place.naver.com/restaurant/2045993714
13376665,한솥도시락 연희교차로점,95,가성비가 좋아요,96,0.99,-1,https://m.place.naver.com/restaurant/13376665
2030151880,코마 연남,91,메뉴 구성이 알차요,96,0.95,-5,https://m.place.naver.com/restaurant/2030151880
2010645347,추수,15,재료가 신선해요,16,0.94,-1,https://m.place.naver.com/restaurant/2010645347
1983713324,꼭시넬,17,재료가 신선해요,18,0.94,-1,https://m.place.naver.com/restaurant/1983713324
1476690926,몽중식,882,특별한 메뉴가 있어요,939,0.94,-57,https://m.place.naver.com/restaurant/1476690926
1026031240,소니아아지트,25,친절해요,27,0.93,-2,https://m.place.naver.com/restaurant/1026031240
2043307147,oyoyoy 연남,130,재료가 신선해요,140,0.93,-10,https://m.place.naver.com/restaurant/2043307147
1274847284,연희노가리,35,가성비가 좋아요,40,0.88,-5,https://m.place.naver.com/restaurant/1274847284
13111012,JASE,199,술이 다양해요,225,0.88,-26,https://m.place.naver.com/restaurant/13111012
1172675086,엔드그리고 와인바,35,인테리어가 멋져요,41,0.85,-6,https://m.place.naver.com/restaurant/1172675086
1760425180,연남장,176,인테리어가 멋져요,206,0.85,-30,https://m.place.naver.com/restaurant/1760425180
1065205681,연희궁우동,60,가성비가 좋아요,73,0.82,-13,https://m.place.naver.com/restaurant/1065205681
1612839292,코티지블루,258,인테리어가 멋져요,322,0.8,-64,https://m.place.naver.com/restaurant/1612839292
1685684455,떼뮤즐렛 와인샵앤바,38,술이 다양해요,51,0.75,-13,https://m.place.naver.com/restaurant/1685684455
2035410093,라디오시티 연남,25,술이 다양해요,45,0.56,-20,https://m.place.naver.com/restaurant/2035410093
1943562399,블렌딩바 서울혼술바 연남점,892,술이 다양해요,1598,0.56,-706,https://m.place.naver.com/restaurant/1943562399
19873189,제니스 까페,132,특별한 메뉴가 있어요,246,0.54,-114,https://m.place.naver.com/restaurant/19873189
2038175452,제주아홉 혼술바 서울 홍대점,729,술이 다양해요,1573,0.46,-844,https://m.place.naver.com/restaurant/2038175452
1752407214,연희 38 애비뉴,27,음악이 좋아요,76,0.36,-49,https://m.place.naver.com/restaurant/1752407214
1253780192,히사시돈부리 연남본점,6453,히사시 타다끼동~,19294,0.33,-12841,https://m.place.naver.com/restaurant/1253780192
30833962,장도리곰탕 연희점,195,밥,1500,0.13,-1305,https://m.place.naver.com/restaurant/30833962
1131692550,왓에버타코 연남본점,2096,뜻 밖의 서비스.,19277,0.11,-17181,https://m.place.naver.com/restaurant/1131692550
2080972649,쟈케 연남본점,115,맛있게 잘 먹었다,2279,0.05,-2164,https://m.place.naver.com/restaurant/2080972649
1698144185,소점,826,사천교에서 내려 소점 갈까요~?,19277,0.04,-18451,https://m.place.naver.com/restaurant/1698144185
36004752,한성축산식당,131,개새끼만 안 짖으면 좋겠다,7313,0.02,-7182,https://m.place.naver.com/restaurant/36004752
1398545894,청주한식,192,식사 (하긴) 하실 거에요?,19890604,0.0,-19890412,https://m.place.naver.com/restaurant/1398545894
