식당 ID,상호명,음식이 맛있어요 (표),2위 항목,2위 득표수 (표),2위 대비 배율 (배),득표 격차 (표),네이버 지도 링크
1658802760,난바우동 연희점,41,양이 많아요,6,6.83,35,https://m.place.naver.com/restaurant/1658802760
11781843,도미노피자 연희점,184,친절해요,39,4.72,145,https://m.place.naver.com/restaurant/11781843
1553949264,원,53,친절해요,12,4.42,41,https://m.place.naver.com/restaurant/1553949264
18749384,풍성삼겹살,65,가성비가 좋아요,15,4.33,50,https://m.place.naver.com/restaurant/18749384
11555233,일화성,277,친절해요,65,4.26,212,https://m.place.naver.com/restaurant/11555233
12958754,지호한방삼계탕 연희점,278,친절해요,72,3.86,206,https://m.place.naver.com/restaurant/12958754
11727641,연희동칼국수 본점,2215,주차하기 편해요,589,3.76,1626,https://m.place.naver.com/restaurant/11727641
31375774,연희녹두삼계탕,320,양이 많아요,86,3.72,234,https://m.place.naver.com/restaurant/31375774
20917604,동보성,669,친절해요,181,3.7,488,https://m.place.naver.com/restaurant/20917604
18752158,연희김밥 본점,2249,재료가 신선해요,611,3.68,1638,https://m.place.naver.com/restaurant/18752158
19877438,이품,735,재료가 신선해요,201,3.66,534,https://m.place.naver.com/restaurant/19877438
11802402,교촌치킨 연희점,101,친절해요,28,3.61,73,https://m.place.naver.com/restaurant/11802402
1988636142,연남동주막,891,양이 많아요,259,3.44,632,https://m.place.naver.com/restaurant/1988636142
398689412,연남곱창타운,203,친절해요,59,3.44,144,https://m.place.naver.com/restaurant/398689412
272273213,스쿨푸드 딜리버리 연희점,203,특별한 메뉴가 있어요,60,3.38,143,https://m.place.naver.com/restaurant/272273213
353295035,잘들어,47,친절해요,14,3.36,33,https://m.place.naver.com/restaurant/353295035
18256689,연희동태찜,203,친절해요,61,3.33,142,https://m.place.naver.com/restaurant/18256689
1974895337,신화루,511,양이 많아요,154,3.32,357,https://m.place.naver.com/restaurant/1974895337
31306168,야키토리 지중,189,혼술하기 좋아요,57,3.32,132,https://m.place.naver.com/restaurant/31306168
13179873,한우명가,258,가성비가 좋아요,78,3.31,180,https://m.place.naver.com/restaurant/13179873
38239251,백년추어탕 연희본점,615,재료가 신선해요,188,3.27,427,https://m.place.naver.com/restaurant/38239251
1018882826,연희김밥 연희점,379,재료가 신선해요,116,3.27,263,https://m.place.naver.com/restaurant/1018882826
32875867,오향만두,452,특별한 메뉴가 있어요,141,3.21,311,https://m.place.naver.com/restaurant/32875867
31777479,맛이차이나,702,재료가 신선해요,222,3.16,480,https://m.place.naver.com/restaurant/31777479
38419431,선굼터 연희점,147,친절해요,47,3.13,100,https://m.place.naver.com/restaurant/38419431
35069411,홍대삭 연희동점,848,가성비가 좋아요,272,3.12,576,https://m.place.naver.com/restaurant/35069411
1678755994,당가원,429,양이 많아요,141,3.04,288,https://m.place.naver.com/restaurant/1678755994
13329483,월순철판동태찜,1056,양이 많아요,348,3.03,708,https://m.place.naver.com/restaurant/13329483
1882480351,서대문 양꼬치 BAR,144,특별한 메뉴가 있어요,48,3.0,96,https://m.place.naver.com/restaurant/1882480351
35288238,신안동장,265,가성비가 좋아요,89,2.98,176,https://m.place.naver.com/restaurant/35288238
1451301883,혼신꼬치 신촌점,1081,기본 안주가 좋아요,365,2.96,716,https://m.place.naver.com/restaurant/1451301883
34806924,천하의문타로,218,특별한 메뉴가 있어요,74,2.95,144,https://m.place.naver.com/restaurant/34806924
12985100,감나무집기사식당,2236,반찬이 잘 나와요,760,2.94,1476,https://m.place.naver.com/restaurant/12985100
1631558562,3호선차이나,387,재료가 신선해요,133,2.91,254,https://m.place.naver.com/restaurant/1631558562
1388565953,연희동 와쇼쿠,203,재료가 신선해요,70,2.9,133,https://m.place.naver.com/restaurant/1388565953
11555246,이화원,811,친절해요,282,2.88,529,https://m.place.naver.com/restaurant/11555246
18361327,이자카야무세이,718,대화하기 좋아요,250,2.87,468,https://m.place.naver.com/restaurant/18361327
35624223,복성각,573,친절해요,200,2.87,373,https://m.place.naver.com/restaurant/35624223
1993388905,종로계림닭도리탕원조 연남점,129,양이 많아요,45,2.87,84,https://m.place.naver.com/restaurant/1993388905
38462398,카시,208,특별한 메뉴가 있어요,73,2.85,135,https://m.place.naver.com/restaurant/38462398
31564609,키즈나 연남본점,876,인테리어가 멋져요,311,2.82,565,https://m.place.naver.com/restaurant/31564609
38010028,히메지 2호점,274,혼밥하기 좋아요,97,2.82,177,https://m.place.naver.com/restaurant/38010028
1931292312,열정타코 연남본점,1763,가성비가 좋아요,635,2.78,1128,https://m.place.naver.com/restaurant/1931292312
1094668291,맘스터치 연희동점,525,혼밥하기 좋아요,190,2.76,335,https://m.place.naver.com/restaurant/1094668291
11632310,송가네감자탕 연남본점,819,친절해요,298,2.75,521,https://m.place.naver.com/restaurant/11632310
37910087,호천식당,443,재료가 신선해요,161,2.75,282,https://m.place.naver.com/restaurant/37910087
1320658106,시실리 연남본점,253,친절해요,92,2.75,161,https://m.place.naver.com/restaurant/1320658106
13371744,가원 망원본점,944,친절해요,345,2.74,599,https://m.place.naver.com/restaurant/13371744
1713744188,랑랑,150,재료가 신선해요,55,2.73,95,https://m.place.naver.com/restaurant/1713744188
1346211149,아뜨뜨,843,특별한 메뉴가 있어요,310,2.72,533,https://m.place.naver.com/restaurant/1346211149
36943103,시카고피자 연희점,68,친절해요,25,2.72,43,https://m.place.naver.com/restaurant/36943103
11679474,수빈,757,재료가 신선해요,279,2.71,478,https://m.place.naver.com/restaurant/11679474
38641874,연희중식,336,재료가 신선해요,124,2.71,212,https://m.place.naver.com/restaurant/38641874
1712446689,백리향,282,친절해요,104,2.71,178,https://m.place.naver.com/restaurant/1712446689
1516634140,연희화로갈비,484,매장이 넓어요,180,2.69,304,https://m.place.naver.com/restaurant/1516634140
19831720,평택고여사집냉면,436,친절해요,162,2.69,274,https://m.place.naver.com/restaurant/19831720
37489475,청운,382,가성비가 좋아요,142,2.69,240,https://m.place.naver.com/restaurant/37489475
38466760,궁뜰메밀,86,친절해요,32,2.69,54,https://m.place.naver.com/restaurant/38466760
1349667493,벌떡장어,43,친절해요,16,2.69,27,https://m.place.naver.com/restaurant/1349667493
13101637,난향,638,단체모임 하기 좋아요,239,2.67,399,https://m.place.naver.com/restaurant/13101637
11623792,본죽&비빔밥cafe 연희점,526,재료가 신선해요,197,2.67,329,https://m.place.naver.com/restaurant/11623792
1675859519,금문중화요리,699,양이 많아요,263,2.66,436,https://m.place.naver.com/restaurant/1675859519
38570861,요코쵸,460,특별한 메뉴가 있어요,173,2.66,287,https://m.place.naver.com/restaurant/38570861
1897802202,소주방,667,술이 다양해요,252,2.65,415,https://m.place.naver.com/restaurant/1897802202
1803480676,명인갈비 연남점,583,매장이 넓어요,221,2.64,362,https://m.place.naver.com/restaurant/1803480676
18257350,WAY,132,친절해요,50,2.64,82,https://m.place.naver.com/restaurant/18257350
1187359393,청화원,1343,특별한 메뉴가 있어요,510,2.63,833,https://m.place.naver.com/restaurant/1187359393
1425934319,우규,1536,친절해요,586,2.62,950,https://m.place.naver.com/restaurant/1425934319
1329031772,시가,170,재료가 신선해요,65,2.62,105,https://m.place.naver.com/restaurant/1329031772
1781416539,타코비 연희점,832,재료가 신선해요,319,2.61,513,https://m.place.naver.com/restaurant/1781416539
1542231124,이츠모라멘,902,혼밥하기 좋아요,347,2.6,555,https://m.place.naver.com/restaurant/1542231124
37425777,바네스치킨&버거,95,가성비가 좋아요,37,2.57,58,https://m.place.naver.com/restaurant/37425777
11832249,조은집,628,가성비가 좋아요,246,2.55,382,https://m.place.naver.com/restaurant/11832249
1200799924,미미본관,355,특별한 메뉴가 있어요,139,2.55,216,https://m.place.naver.com/restaurant/1200799924
1416112014,원이자카야,303,친절해요,120,2.52,183,https://m.place.naver.com/restaurant/1416112014
1379440610,성호각,667,친절해요,266,2.51,401,https://m.place.naver.com/restaurant/1379440610
1588882724,연희동 라이라이 본점,405,특별한 메뉴가 있어요,162,2.5,243,https://m.place.naver.com/restaurant/1588882724
620146107,가화만사성,302,가성비가 좋아요,121,2.5,181,https://m.place.naver.com/restaurant/620146107
2049554617,얼음골사랑방,476,기본 안주가 좋아요,191,2.49,285,https://m.place.naver.com/restaurant/2049554617
1703927354,이억만껍데기,261,고기 질이 좋아요,105,2.49,156,https://m.place.naver.com/restaurant/1703927354
11555291,진보,219,친절해요,88,2.49,131,https://m.place.naver.com/restaurant/11555291
1239464884,완차이,268,특별한 메뉴가 있어요,108,2.48,160,https://m.place.naver.com/restaurant/1239464884
1712466624,포가,226,재료가 신선해요,92,2.46,134,https://m.place.naver.com/restaurant/1712466624
34349643,버거킹 연희점,1043,혼밥하기 좋아요,426,2.45,617,https://m.place.naver.com/restaurant/34349643
1513690097,파델라,726,특별한 메뉴가 있어요,296,2.45,430,https://m.place.naver.com/restaurant/1513690097
1644944559,박가네짬뽕,81,가성비가 좋아요,33,2.45,48,https://m.place.naver.com/restaurant/1644944559
1848350637,이자카야 연정,799,친절해요,327,2.44,472,https://m.place.naver.com/restaurant/1848350637
1251267977,상해소흘,222,특별한 메뉴가 있어요,91,2.44,131,https://m.place.naver.com/restaurant/1251267977
2069000955,로뎅가 연남점,298,친절해요,123,2.42,175,https://m.place.naver.com/restaurant/2069000955
36438335,평안루,29,친절해요,12,2.42,17,https://m.place.naver.com/restaurant/36438335
1849652804,랫댓,523,특별한 메뉴가 있어요,217,2.41,306,https://m.place.naver.com/restaurant/1849652804
34666411,사까야,99,대화하기 좋아요,41,2.41,58,https://m.place.naver.com/restaurant/34666411
36046893,밥스바비 연남점,194,친절해요,81,2.4,113,https://m.place.naver.com/restaurant/36046893
1469421083,데이스이,266,친절해요,112,2.38,154,https://m.place.naver.com/restaurant/1469421083
1331305271,카쿠시타,7640,특별한 메뉴가 있어요,3220,2.37,4420,https://m.place.naver.com/restaurant/1331305271
1064682887,무명요리사,270,친절해요,114,2.37,156,https://m.place.naver.com/restaurant/1064682887
35689421,단단,128,친절해요,54,2.37,74,https://m.place.naver.com/restaurant/35689421
37687821,시오 연희동본점,1886,특별한 메뉴가 있어요,798,2.36,1088,https://m.place.naver.com/restaurant/37687821
1447196594,수라면옥 연희점,192,친절해요,82,2.34,110,https://m.place.naver.com/restaurant/1447196594
2043240114,한사발포차 연남점,2536,기본 안주가 좋아요,1087,2.33,1449,https://m.place.naver.com/restaurant/2043240114
1483138951,안스키친 연남점,1838,재료가 신선해요,790,2.33,1048,https://m.place.naver.com/restaurant/1483138951
1433153629,이자카야 우규 신촌점,804,인테리어가 멋져요,345,2.33,459,https://m.place.naver.com/restaurant/1433153629
1823856581,담음,149,술이 다양해요,64,2.33,85,https://m.place.naver.com/restaurant/1823856581
1351299139,연남복돼지,123,친절해요,53,2.32,70,https://m.place.naver.com/restaurant/1351299139
1459564350,고래식당 연희점,377,친절해요,163,2.31,214,https://m.place.naver.com/restaurant/1459564350
1266638776,합정공감,2357,인테리어가 멋져요,1023,2.3,1334,https://m.place.naver.com/restaurant/1266638776
1068351637,담택,1074,특별한 메뉴가 있어요,466,2.3,608,https://m.place.naver.com/restaurant/1068351637
1750453967,쿠시모토,255,인테리어가 멋져요,111,2.3,144,https://m.place.naver.com/restaurant/1750453967
38693049,하스 연남점,241,친절해요,105,2.3,136,https://m.place.naver.com/restaurant/38693049
18752043,해남식당,46,가성비가 좋아요,20,2.3,26,https://m.place.naver.com/restaurant/18752043
1979799701,파파,23,혼밥하기 좋아요,10,2.3,13,https://m.place.naver.com/restaurant/1979799701
1842534630,노모어피자 연희점,78,재료가 신선해요,34,2.29,44,https://m.place.naver.com/restaurant/1842534630
1296202702,일체마부시,2966,재료가 신선해요,1302,2.28,1664,https://m.place.naver.com/restaurant/1296202702
36684022,차이몬스터,1412,친절해요,620,2.28,792,https://m.place.naver.com/restaurant/36684022
13160647,하카타나카,515,특별한 메뉴가 있어요,226,2.28,289,https://m.place.naver.com/restaurant/13160647
1075946117,네코네기,468,양이 많아요,205,2.28,263,https://m.place.naver.com/restaurant/1075946117
1064672453,웍스터 연남,396,친절해요,174,2.28,222,https://m.place.naver.com/restaurant/1064672453
1930859622,연교 2호점,226,특별한 메뉴가 있어요,99,2.28,127,https://m.place.naver.com/restaurant/1930859622
36523247,느루 연남점,6551,재료가 신선해요,2893,2.26,3658,https://m.place.naver.com/restaurant/36523247
1232097177,연남로지,819,재료가 신선해요,362,2.26,457,https://m.place.naver.com/restaurant/1232097177
2022917128,올데이우동 연남점,9066,인테리어가 멋져요,4037,2.25,5029,https://m.place.naver.com/restaurant/2022917128
11725959,청송함흥냉면전문점,402,친절해요,179,2.25,223,https://m.place.naver.com/restaurant/11725959
1116595220,야생마,1652,술이 다양해요,738,2.24,914,https://m.place.naver.com/restaurant/1116595220
1135648893,죠죠 연남점,2643,친절해요,1185,2.23,1458,https://m.place.naver.com/restaurant/1135648893
1080755226,잇웰 연희,751,인테리어가 멋져요,337,2.23,414,https://m.place.naver.com/restaurant/1080755226
1093122204,대륙포차,222,특별한 메뉴가 있어요,100,2.22,122,https://m.place.naver.com/restaurant/1093122204
1081924583,연희동수제비,80,친절해요,36,2.22,44,https://m.place.naver.com/restaurant/1081924583
86471200,쿠시노주방,2113,인테리어가 멋져요,955,2.21,1158,https://m.place.naver.com/restaurant/86471200
1305041689,유메오뎅 홍대,1743,술이 다양해요,787,2.21,956,https://m.place.naver.com/restaurant/1305041689
2056394549,엉클조소시지 연남점,1072,인테리어가 멋져요,485,2.21,587,https://m.place.naver.com/restaurant/2056394549
2091348120,kkachibal,327,인테리어가 멋져요,148,2.21,179,https://m.place.naver.com/restaurant/2091348120
31396655,왕소금구이,53,고기 질이 좋아요,24,2.21,29,https://m.place.naver.com/restaurant/31396655
1810051671,월량관,1249,특별한 메뉴가 있어요,567,2.2,682,https://m.place.naver.com/restaurant/1810051671
1229825670,연남토마 본점,3165,친절해요,1448,2.19,1717,https://m.place.naver.com/restaurant/1229825670
1613221562,테라다식당 연남점,522,가성비가 좋아요,238,2.19,284,https://m.place.naver.com/restaurant/1613221562
750761196,장작집 연남본점,504,특별한 메뉴가 있어요,230,2.19,274,https://m.place.naver.com/restaurant/750761196
1902737844,진미,468,친절해요,215,2.18,253,https://m.place.naver.com/restaurant/1902737844
1044495047,야키토리 우노,410,인테리어가 멋져요,188,2.18,222,https://m.place.naver.com/restaurant/1044495047
1742698212,오이소 연남본점,347,친절해요,159,2.18,188,https://m.place.naver.com/restaurant/1742698212
1314052927,초가집삼겹살좋아,83,가성비가 좋아요,38,2.18,45,https://m.place.naver.com/restaurant/1314052927
2073184893,담소리 연남점,2801,인테리어가 멋져요,1292,2.17,1509,https://m.place.naver.com/restaurant/2073184893
2003631471,오몬자 연남점,1958,특별한 메뉴가 있어요,901,2.17,1057,https://m.place.naver.com/restaurant/2003631471
1440248977,만두란,754,특별한 메뉴가 있어요,347,2.17,407,https://m.place.naver.com/restaurant/1440248977
1165545050,모모,495,인테리어가 멋져요,228,2.17,267,https://m.place.naver.com/restaurant/1165545050
1025129640,동일,494,인테리어가 멋져요,228,2.17,266,https://m.place.naver.com/restaurant/1025129640
1935029744,항저우샤오롱바오,195,특별한 메뉴가 있어요,90,2.17,105,https://m.place.naver.com/restaurant/1935029744
1097766563,백암왕순대,878,재료가 신선해요,407,2.16,471,https://m.place.naver.com/restaurant/1097766563
1737753721,스필아웃,580,친절해요,268,2.16,312,https://m.place.naver.com/restaurant/1737753721
31212815,동꾼,483,특별한 메뉴가 있어요,224,2.16,259,https://m.place.naver.com/restaurant/31212815
1485118707,초이다이닝,9731,특별한 메뉴가 있어요,4517,2.15,5214,https://m.place.naver.com/restaurant/1485118707
2062107099,오차야 연남점,1317,재료가 신선해요,613,2.15,704,https://m.place.naver.com/restaurant/2062107099
1287085178,마우디,833,친절해요,388,2.15,445,https://m.place.naver.com/restaurant/1287085178
1668003266,연하동 연남본점,12352,재료가 신선해요,5779,2.14,6573,https://m.place.naver.com/restaurant/1668003266
1465790494,연희옥 연희점,3708,양이 많아요,1735,2.14,1973,https://m.place.naver.com/restaurant/1465790494
30815324,코노미,2291,가성비가 좋아요,1070,2.14,1221,https://m.place.naver.com/restaurant/30815324
822860469,명랑핫도그 연희점,359,친절해요,168,2.14,191,https://m.place.naver.com/restaurant/822860469
2075993304,유타다미,293,기본 안주가 좋아요,137,2.14,156,https://m.place.naver.com/restaurant/2075993304
31364401,공룡부대찌개,259,친절해요,121,2.14,138,https://m.place.naver.com/restaurant/31364401
1590914818,사코,237,친절해요,111,2.14,126,https://m.place.naver.com/restaurant/1590914818
1212154487,스윗사워솔트,135,재료가 신선해요,63,2.14,72,https://m.place.naver.com/restaurant/1212154487
1354540045,치쿠린 서울,1833,인테리어가 멋져요,860,2.13,973,https://m.place.naver.com/restaurant/1354540045
2000323741,합정 로타리,309,인테리어가 멋져요,145,2.13,164,https://m.place.naver.com/restaurant/2000323741
2096751093,연남 초야,716,술이 다양해요,340,2.11,376,https://m.place.naver.com/restaurant/2096751093
1225027833,우와 연남점,670,친절해요,317,2.11,353,https://m.place.naver.com/restaurant/1225027833
1111599187,히게쯔라 합정,501,친절해요,237,2.11,264,https://m.place.naver.com/restaurant/1111599187
37903011,적사부,357,친절해요,169,2.11,188,https://m.place.naver.com/restaurant/37903011
1285881667,홍연국수,99,양이 많아요,47,2.11,52,https://m.place.naver.com/restaurant/1285881667
1753800653,그동네떡볶이 연남점,6960,양이 많아요,3320,2.1,3640,https://m.place.naver.com/restaurant/1753800653
21848683,옥타,84,특별한 메뉴가 있어요,40,2.1,44,https://m.place.naver.com/restaurant/21848683
1023214574,이자카야 날로,668,기본 안주가 좋아요,320,2.09,348,https://m.place.naver.com/restaurant/1023214574
2031896020,원할머니보쌈족발 연희점,92,고기 질이 좋아요,44,2.09,48,https://m.place.naver.com/restaurant/2031896020
2086743678,응큼떡볶이 연남점,69,가성비가 좋아요,33,2.09,36,https://m.place.naver.com/restaurant/2086743678
1014166710,츠키아카리,48,친절해요,23,2.09,25,https://m.place.naver.com/restaurant/1014166710
2040364211,휘로,1140,재료가 신선해요,548,2.08,592,https://m.place.naver.com/restaurant/2040364211
1732949952,카이화 상수 중국집,544,가성비가 좋아요,261,2.08,283,https://m.place.naver.com/restaurant/1732949952
1438596542,심야식당 텐조,325,친절해요,156,2.08,169,https://m.place.naver.com/restaurant/1438596542
1889897522,요미우돈교자 연남점,5908,특별한 메뉴가 있어요,2851,2.07,3057,https://m.place.naver.com/restaurant/1889897522
1138160588,쿠히치 연남,1805,매장이 넓어요,870,2.07,935,https://m.place.naver.com/restaurant/1138160588
1020155302,야반도주 연남점,502,술이 다양해요,243,2.07,259,https://m.place.naver.com/restaurant/1020155302
1940095324,진가,356,특별한 메뉴가 있어요,172,2.07,184,https://m.place.naver.com/restaurant/1940095324
1651918728,저스트텐동 연남본점,7142,재료가 신선해요,3462,2.06,3680,https://m.place.naver.com/restaurant/1651918728
1992606492,쿄다이텐동,606,양이 많아요,294,2.06,312,https://m.place.naver.com/restaurant/1992606492
1015876125,리틀쿠바,344,인테리어가 멋져요,167,2.06,177,https://m.place.naver.com/restaurant/1015876125
37812777,서교동 진향,171,재료가 신선해요,83,2.06,88,https://m.place.naver.com/restaurant/37812777
1499119401,로이로이 연남본점,4352,재료가 신선해요,2122,2.05,2230,https://m.place.naver.com/restaurant/1499119401
1359419409,랄라루들 연희사러가마트점,1813,혼밥하기 좋아요,883,2.05,930,https://m.place.naver.com/restaurant/1359419409
1636571197,쿄 라멘,717,혼밥하기 좋아요,349,2.05,368,https://m.place.naver.com/restaurant/1636571197
1886430489,장대포주먹고기,226,친절해요,110,2.05,116,https://m.place.naver.com/restaurant/1886430489
2017090941,구사 연남,2237,인테리어가 멋져요,1099,2.04,1138,https://m.place.naver.com/restaurant/2017090941
1761113868,예스터데이 야키토리와 오뎅,554,친절해요,271,2.04,283,https://m.place.naver.com/restaurant/1761113868
2095772387,후킨코,57,친절해요,28,2.04,29,https://m.place.naver.com/restaurant/2095772387
2084531481,나고미칸,2429,인테리어가 멋져요,1198,2.03,1231,https://m.place.naver.com/restaurant/2084531481
1874989869,평화연남,3270,양이 많아요,1618,2.02,1652,https://m.place.naver.com/restaurant/1874989869
1574904360,미르중식,2614,양이 많아요,1302,2.01,1312,https://m.place.naver.com/restaurant/1574904360
34393996,우동 카덴,1910,양이 많아요,950,2.01,960,https://m.place.naver.com/restaurant/34393996
1837278176,파동,1428,재료가 신선해요,712,2.01,716,https://m.place.naver.com/restaurant/1837278176
1662071630,청담동포장마차 신촌본점,1395,기본 안주가 좋아요,694,2.01,701,https://m.place.naver.com/restaurant/1662071630
1669511347,썸모어델리,563,재료가 신선해요,280,2.01,283,https://m.place.naver.com/restaurant/1669511347
1199991444,원석,292,특별한 메뉴가 있어요,145,2.01,147,https://m.place.naver.com/restaurant/1199991444
1690354455,갓잇 연남점,4721,재료가 신선해요,2358,2.0,2363,https://m.place.naver.com/restaurant/1690354455
1379199649,유메오뎅 연남,1400,술이 다양해요,699,2.0,701,https://m.place.naver.com/restaurant/1379199649
1191177990,연희불고기,118,친절해요,59,2.0,59,https://m.place.naver.com/restaurant/1191177990
1726545875,연희식당,58,재료가 신선해요,29,2.0,29,https://m.place.naver.com/restaurant/1726545875
20824657,연희사계절,30,친절해요,15,2.0,15,https://m.place.naver.com/restaurant/20824657
1300507703,서담헌 홍대본점,5821,인테리어가 멋져요,2923,1.99,2898,https://m.place.naver.com/restaurant/1300507703
1344306413,바다약방 연남본점,1846,특별한 메뉴가 있어요,929,1.99,917,https://m.place.naver.com/restaurant/1344306413
1013909886,수림식당 홍대점,1580,특별한 메뉴가 있어요,793,1.99,787,https://m.place.naver.com/restaurant/1013909886
33704447,유우 연희동본점,1078,재료가 신선해요,543,1.99,535,https://m.place.naver.com/restaurant/33704447
